City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Discription
468,Labuhan,ID,-6.8844,112.2051,80.11,81,67,4.68,broken clouds
469,Brae,GB,60.3964,-1.353,55.31,74,35,8.59,scattered clouds
470,Geraldton,AU,-28.7667,114.6,55.13,87,97,11.23,overcast clouds
471,Moose Factory,CA,51.2585,-80.6094,64.4,55,1,5.75,clear sky
472,Ancud,CL,-41.8697,-73.8203,50.23,77,100,9.37,overcast clouds
473,West Wendover,US,40.7391,-114.0733,67.21,21,1,6.91,clear sky
474,Mizan Teferi,ET,6.9833,35.5833,62.55,97,62,2.57,moderate rain
475,Kupang,ID,-10.1667,123.5833,77.0,76,84,11.92,broken clouds
476,Luanda,AO,-8.8368,13.2343,84.2,61,40,9.22,scattered clouds
477,Nuuk,GL,64.1835,-51.7216,43.41,93,75,9.22,broken clouds
478,Aketi,CD,2.7388,23.7833,77.63,81,55,3.47,light rain
479,Kruisfontein,ZA,-34.0033,24.7314,67.89,20,0,6.8,clear sky
480,Pringsewu,ID,-5.3582,104.9744,74.64,94,68,4.79,broken clouds
481,Piney Green,US,34.716,-77.3202,85.95,76,75,8.32,broken clouds
482,Alihe,CN,50.5667,123.7167,49.51,80,2,2.17,clear sky
483,Uyar,RU,55.81,94.3153,47.35,87,31,16.15,scattered clouds
484,Verkhnevilyuysk,RU,63.4453,120.3167,50.52,72,100,3.71,overcast clouds
485,Hoquiam,US,46.9809,-123.8893,51.03,65,90,6.91,light rain
486,Yukamenskoye,RU,57.8865,52.2416,65.23,59,5,2.17,clear sky
487,Storforshei,NO,66.4043,14.5233,73.18,31,0,5.77,clear sky
488,Sur,OM,22.5667,59.5289,86.76,73,0,12.97,clear sky
489,Chukhloma,RU,58.7525,42.6825,71.19,54,20,1.77,few clouds
490,Verkhnyaya Inta,RU,65.9811,60.3094,46.24,40,86,15.43,overcast clouds
491,Buchanan,LR,5.8808,-10.0467,80.56,76,88,6.4,moderate rain
492,Pryluky,UA,50.5932,32.3876,63.99,83,56,7.65,broken clouds
493,Bendigo,AU,-36.7667,144.2833,47.86,72,100,4.74,overcast clouds
494,Kang,BW,-23.6752,22.7876,55.74,40,0,8.19,clear sky
495,Grindavik,IS,63.8424,-22.4338,50.47,81,90,15.41,light rain
496,Dickinson,US,29.4608,-95.0513,87.04,77,75,1.01,broken clouds
497,Batagay-Alyta,RU,67.8006,130.4114,40.87,65,3,5.99,clear sky
498,Sembakung,ID,3.8167,117.25,74.16,99,94,1.16,overcast clouds
499,Banda Aceh,ID,5.5577,95.3222,80.42,77,98,14.52,overcast clouds
500,Bhadrak,IN,21.0633,86.5054,89.08,55,67,7.25,broken clouds
501,Tuatapere,NZ,-46.1333,167.6833,42.46,86,57,3.42,broken clouds
502,Port Moresby,PG,-9.4431,147.1797,78.22,83,75,17.27,broken clouds
503,Kiunga,PG,-6.1219,141.2906,73.04,99,97,1.14,overcast clouds
504,Umm Lajj,SA,25.0213,37.2685,84.67,58,0,13.65,clear sky
505,Staritsa,RU,56.5075,34.9354,65.77,72,100,4.07,overcast clouds
506,Ostersund,SE,63.1792,14.6357,59.45,88,0,3.44,light rain
507,Vidim,RU,56.4088,103.1106,42.33,80,31,2.44,scattered clouds
508,Maymyo,MM,22.0333,96.4667,67.64,94,61,3.29,broken clouds
509,Termoli,IT,41.9888,14.9895,77.77,68,100,6.31,overcast clouds
510,Half Moon Bay,US,37.4636,-122.4286,66.78,71,90,3.0,haze
511,Port Hawkesbury,CA,45.6169,-61.3485,70.05,83,1,8.01,clear sky
512,Bulgan,MN,48.8125,103.5347,38.64,94,100,9.71,overcast clouds
513,Marzuq,YE,14.4,46.4667,89.2,26,6,6.44,clear sky
514,Vacaria,BR,-28.5122,-50.9339,56.71,95,100,0.98,overcast clouds
515,Abha,SA,18.2164,42.5053,80.42,47,20,7.29,few clouds
516,Lander,US,42.833,-108.7307,77.11,28,1,16.11,clear sky
517,Malinao,PH,7.5917,124.6889,68.32,93,100,0.87,overcast clouds
518,Mitsamiouli,KM,-11.3847,43.2844,79.48,71,62,19.24,broken clouds
519,Tungor,RU,53.3808,142.9564,35.11,98,100,15.3,light rain
520,Aguilas,ES,37.4063,-1.5829,88.2,59,3,9.1,clear sky
521,Xinqing,CN,48.2333,129.5,47.41,92,0,1.88,clear sky
522,Minudasht,IR,37.2289,55.3747,81.97,51,75,5.1,broken clouds
523,Meulaboh,ID,4.1363,96.1285,77.31,84,100,3.44,overcast clouds
524,Kampot,KH,10.6167,104.1833,86.05,84,99,7.99,overcast clouds
525,Nhulunbuy,AU,-12.2333,136.7667,77.61,78,40,8.05,scattered clouds
526,Nerchinskiy Zavod,RU,51.3088,119.61,55.04,62,9,3.51,clear sky
527,Trojan,PL,53.7897,20.2404,73.69,77,80,8.21,broken clouds
528,Turbat,PK,26.0023,63.044,86.38,61,0,11.32,clear sky
529,Orlik,RU,52.5178,99.825,38.43,77,61,4.92,broken clouds
530,San Jose,US,37.3394,-121.895,67.78,70,20,12.66,few clouds
531,Grajau,BR,-5.8194,-46.1386,90.39,41,9,6.67,clear sky
532,Hailar,CN,49.2,119.7,57.63,54,0,9.31,clear sky
533,Taltal,CL,-25.4,-70.4833,64.6,70,0,6.89,clear sky
534,Augusto Correa,BR,-1.0217,-46.635,86.72,61,14,5.21,few clouds
535,Livny,RU,52.4253,37.6069,60.3,87,67,7.47,light rain
536,Miragoane,HT,18.4423,-73.0876,82.18,67,5,4.21,clear sky
537,Pangody,RU,65.85,74.4859,40.26,55,93,12.71,overcast clouds
538,Zhangye,CN,38.9342,100.4517,67.14,41,74,7.16,light rain
539,Sept-Iles,CA,50.2001,-66.3821,59.52,51,75,11.5,broken clouds
540,Pauini,BR,-7.7136,-66.9764,73.74,99,100,2.8,overcast clouds
541,Quelimane,MZ,-17.8786,36.8883,69.75,88,75,7.0,broken clouds
542,Urengoy,RU,65.9667,78.3667,39.52,65,100,11.16,overcast clouds
543,Faya,SA,18.3851,42.4509,80.71,56,26,8.99,scattered clouds
544,Khartoum,SD,15.5518,32.5324,105.03,21,100,6.33,overcast clouds
545,Omsukchan,RU,62.5333,155.8,39.0,93,100,8.12,overcast clouds
546,Auki,SB,-8.7676,160.7034,77.05,86,3,3.4,clear sky
547,Kurchaloy,RU,43.2018,46.0881,64.26,92,100,5.12,overcast clouds
548,Jinchang,CN,38.4953,102.1739,66.97,42,95,7.47,overcast clouds
549,Sosnovskoye,RU,55.8052,43.167,74.14,89,98,2.84,overcast clouds
550,Severodvinsk,RU,64.5635,39.8302,59.11,50,82,10.29,light rain
551,Ullal,IN,12.8,74.85,83.35,78,20,3.36,few clouds
552,Adrar,MR,20.5022,-10.0711,110.1,8,2,20.45,clear sky
553,Palmer,US,42.1584,-72.3287,91.31,46,23,1.99,few clouds
554,Tessalit,ML,20.1986,1.0114,109.36,7,34,20.98,scattered clouds
555,Krapivinskiy,RU,54.9992,86.8133,56.84,99,86,8.25,moderate rain
556,Lipin Bor,RU,60.2622,37.9763,66.58,56,24,6.2,few clouds
557,Chuy,UY,-33.6971,-53.4616,58.23,64,100,6.58,overcast clouds
558,Winnemucca,US,40.973,-117.7357,60.12,21,1,3.96,clear sky
559,Kirakira,SB,-10.4544,161.9205,79.36,85,42,8.34,scattered clouds
560,Kaeo,NZ,-35.1,173.7833,59.32,96,100,18.01,overcast clouds
561,Bowen,AU,-20.0167,148.2333,62.82,80,99,13.78,overcast clouds
562,Kualakapuas,ID,-3.0091,114.3876,78.96,96,83,2.91,broken clouds
563,Bandiagara,ML,14.3501,-3.6104,100.83,17,7,10.98,clear sky
564,Falmouth,GB,50.1544,-5.0711,66.85,88,20,3.0,few clouds
565,Shar,KZ,49.5886,81.0453,55.98,73,0,7.27,clear sky
566,Pecos,US,31.4229,-103.4932,84.29,39,1,3.44,clear sky
567,Gunjur,GM,13.2019,-16.7339,87.87,51,13,12.33,few clouds
568,Guozhen,CN,34.3659,107.359,76.35,35,82,6.06,broken clouds
569,Peniche,PT,39.3558,-9.3811,76.73,72,1,17.54,clear sky
570,Alta Floresta,BR,-9.8756,-56.0861,91.22,52,0,8.05,clear sky
571,Quesnel,CA,52.9999,-122.5029,46.9,87,90,3.44,overcast clouds
572,Havoysund,NO,70.9963,24.6622,47.28,65,4,3.76,clear sky
573,Cairns,AU,-16.9167,145.7667,69.75,83,40,11.5,scattered clouds
574,Mount Isa,AU,-20.7333,139.5,55.17,44,0,8.05,clear sky
575,Huarmey,PE,-10.0681,-78.1522,68.95,72,68,11.21,broken clouds
576,Vohibinany,MG,-17.35,49.0333,66.24,93,42,1.81,scattered clouds
577,Vilyuysk,RU,63.7553,121.6247,52.07,62,100,3.15,overcast clouds
578,Porlamar,VE,10.958,-63.8491,80.06,70,100,8.03,overcast clouds
579,Cap Malheureux,MU,-19.9842,57.6142,73.89,82,59,1.99,broken clouds
580,Leh,IN,34.1667,77.5833,55.44,22,2,6.08,clear sky
581,Mbaiki,CF,3.8678,17.9892,74.16,83,97,1.95,overcast clouds
582,Arak,IR,34.0917,49.6892,80.19,13,0,16.91,clear sky
583,Port Said,EG,31.2565,32.2841,76.98,65,0,17.27,clear sky
584,Airai,TL,-8.9266,125.4092,56.39,88,98,2.89,overcast clouds
585,Steinbach,DE,50.1667,8.5667,70.99,70,75,7.9,broken clouds
586,Fortuna,US,40.5982,-124.1573,57.92,71,40,5.99,scattered clouds
587,Wattegama,LK,6.7989,81.4808,81.52,74,100,5.99,overcast clouds
588,Vzmorye,RU,54.6961,20.2361,68.09,66,95,6.51,overcast clouds
589,Celestun,MX,20.8667,-90.4,88.11,59,56,5.97,broken clouds
590,Calderitas,MX,18.55,-88.25,86.0,64,98,10.96,overcast clouds
591,Piacabucu,BR,-10.4056,-36.4344,81.64,67,8,8.41,clear sky
592,Khorramshahr,IR,30.4397,48.1664,112.96,11,0,11.5,clear sky
593,Issoire,FR,45.55,3.25,60.06,87,91,8.01,overcast clouds
594,Chimoio,MZ,-19.1164,33.4833,62.46,72,40,5.99,scattered clouds
595,Dickson,US,36.077,-87.3878,76.6,98,75,9.22,mist
596,Uthal,PK,25.8072,66.6219,86.76,62,53,9.89,broken clouds
597,Ratnagiri,IN,16.9833,73.3,83.21,74,100,3.83,overcast clouds
598,Guayaramerin,BO,-10.8368,-65.3614,87.85,58,40,1.72,scattered clouds
599,Napa,US,38.4832,-122.3344,70.03,58,7,3.65,clear sky
600,Praia,CV,14.9215,-23.5087,84.74,45,0,23.02,clear sky
601,Hirara,JP,24.8,125.2833,78.1,84,100,13.2,light rain
602,Mago,RU,53.2514,140.1822,40.68,88,100,6.53,overcast clouds
603,Mayumba,GA,-3.432,10.6554,78.35,85,59,10.07,broken clouds
604,Aktau,KZ,43.65,51.2,73.98,58,14,12.35,few clouds
605,Kalmunai,LK,7.4167,81.8167,83.19,74,100,1.28,overcast clouds
606,Snasa,NO,64.2457,12.3778,56.7,92,99,7.7,light rain
607,Vaitape,PF,-16.5167,-151.75,80.56,72,1,11.97,clear sky
608,Basco,PH,20.4487,121.9702,82.81,74,100,5.95,overcast clouds
609,San Jose Del Palmar,CO,4.9742,-76.2283,72.52,78,99,3.62,light rain
610,Huimilpan,MX,20.372,-100.2774,69.46,44,75,5.46,broken clouds
611,Komsomolskiy,UZ,40.4272,71.7189,93.92,20,46,4.61,scattered clouds
612,Kadaya,RU,50.9327,119.2911,56.97,55,2,3.51,clear sky
613,Nemuro,JP,43.3236,145.575,51.57,90,93,8.79,overcast clouds
614,Solnechnyy,RU,50.7214,136.6319,47.34,99,68,3.65,broken clouds
615,Ajaccio,FR,42.0,8.9167,69.78,69,0,4.43,clear sky
616,Atambua,ID,-9.1061,124.8925,70.07,84,76,5.46,broken clouds
617,Muros,ES,42.7762,-9.0603,80.69,54,78,14.25,broken clouds
618,Parabel,RU,58.6978,81.4825,56.62,96,100,6.64,moderate rain
619,Port Hedland,AU,-20.3167,118.5667,71.65,64,99,4.61,overcast clouds
620,Maragogi,BR,-9.0122,-35.2225,80.85,73,28,9.51,scattered clouds
621,Guilin,CN,25.2819,110.2864,73.51,82,0,3.04,clear sky
622,Morondava,MG,-20.2833,44.2833,78.04,63,19,13.58,few clouds
623,Kharp,RU,66.8014,65.8081,40.89,53,58,9.24,broken clouds
624,Saldus,LV,56.6636,22.4881,70.03,52,37,7.31,scattered clouds
625,Puerto Leguizamo,CO,-0.1934,-74.7819,85.77,64,87,0.34,overcast clouds
626,Nurobod,UZ,40.9056,69.8023,86.85,27,96,4.94,overcast clouds
627,Otofuke,JP,42.9917,143.2003,55.47,88,98,6.42,overcast clouds
628,Caraballeda,VE,10.6112,-66.8522,82.47,69,75,2.15,broken clouds
629,Nangomba,TZ,-10.9,38.5,70.5,59,70,3.4,broken clouds
630,Tateyama,JP,34.9833,139.8667,70.02,88,100,4.43,overcast clouds
631,Comarapa,BO,-17.9,-64.4833,58.51,84,100,2.91,overcast clouds
632,Kutum,SD,14.2,24.6667,92.1,12,8,10.45,clear sky
633,Diamantino,BR,-14.4086,-56.4461,91.47,31,100,6.93,overcast clouds
634,Nortelandia,BR,-14.4547,-56.8028,92.91,29,95,5.57,overcast clouds
635,College,US,64.8569,-147.8028,55.9,67,75,3.44,broken clouds
636,Nome,US,64.5011,-165.4064,35.67,93,90,8.05,mist
637,Inuvik,CA,68.3499,-133.7218,33.84,80,75,6.91,light snow
638,Vicuna,CL,-30.0319,-70.7081,49.73,43,7,4.85,clear sky
639,Axim,GH,4.8699,-2.2405,83.71,70,57,8.84,light rain
640,Sigli,ID,5.3848,95.9609,79.14,78,100,6.69,overcast clouds
641,Tignere,CM,7.3667,12.65,75.02,78,93,4.59,light rain
642,Harper,LR,4.375,-7.7169,81.93,79,78,9.89,light rain
643,Mwense,ZM,-10.3845,28.698,70.95,50,96,6.08,overcast clouds
644,Humaita,BR,-7.5061,-63.0208,86.88,66,74,2.71,broken clouds
645,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,90.95,49,47,4.99,scattered clouds
646,Monrovia,LR,6.3005,-10.7969,80.37,78,80,5.82,moderate rain
647,Farmington,US,36.7281,-108.2187,85.1,30,1,5.75,clear sky
648,Riachao Das Neves,BR,-11.7461,-44.91,89.13,25,74,9.6,broken clouds
649,Kolyvan,RU,55.3053,82.7391,65.82,86,93,10.83,overcast clouds
650,Laguna,US,38.421,-121.4238,77.61,59,4,3.0,clear sky
651,Baoqing,CN,46.3317,132.2111,53.71,83,47,4.41,scattered clouds
652,Ossora,RU,59.2353,163.0719,39.06,95,100,5.39,overcast clouds
653,Bhawanipatna,IN,19.9,83.1667,90.54,41,20,4.7,few clouds
654,Manzanillo,CU,20.3433,-77.1167,85.28,66,11,5.23,few clouds
655,Boa Vista,BR,2.8197,-60.6733,85.98,58,75,10.36,broken clouds
656,Hambantota,LK,6.1241,81.1185,82.74,89,0,15.99,clear sky
657,Klyuchi,RU,52.2667,79.1667,64.71,41,3,2.1,clear sky
658,Ulladulla,AU,-35.35,150.4667,53.87,81,6,4.94,clear sky
659,Vangaindrano,MG,-23.35,47.6,66.58,87,69,11.72,moderate rain
660,Westport,US,41.1415,-73.3579,93.97,51,1,1.01,clear sky
661,Kautokeino,NO,69.0125,23.0412,59.34,24,11,5.21,few clouds
662,Ishigaki,JP,24.3448,124.1572,81.0,81,100,17.54,light rain
663,Zomin,UZ,39.9606,68.3958,87.49,18,68,10.83,broken clouds
664,Chemal,RU,51.4111,86.005,49.41,85,41,2.62,scattered clouds
665,Penicuik,GB,55.8317,-3.2242,65.17,45,0,3.0,clear sky
666,Riviera Beach,US,26.7753,-80.0581,89.08,74,40,5.01,scattered clouds
667,Iralaya,HN,15.0,-83.2333,86.09,76,29,13.09,scattered clouds
668,Caruray,PH,10.3094,119.0128,78.91,81,100,6.44,overcast clouds
669,Kozhva,RU,65.1073,57.0459,53.01,33,67,9.35,broken clouds
670,Manado,ID,1.487,124.8455,77.77,94,40,2.71,scattered clouds
671,Tahe,CN,52.3333,124.7333,51.73,63,11,4.92,few clouds
672,Exu,BR,-7.5119,-39.7242,80.87,52,90,10.67,overcast clouds
673,Kollam,IN,8.8833,76.6,82.27,85,99,7.63,overcast clouds
674,Seymchan,RU,62.8833,152.4333,45.52,75,53,7.58,broken clouds
675,Luganville,VU,-15.5333,167.1667,75.63,83,78,3.71,broken clouds
676,Hilton Head Island,US,32.2163,-80.7526,86.11,81,95,1.99,overcast clouds
677,Abu Samrah,SY,35.3029,37.1841,80.17,22,0,14.56,clear sky
678,Erenhot,CN,43.6475,111.9767,67.8,45,58,7.05,broken clouds
679,Bambanglipuro,ID,-7.95,110.2833,60.6,89,40,2.3,scattered clouds
680,Ust-Nera,RU,64.5667,143.2,61.92,72,99,7.67,overcast clouds
681,Otavi,NA,-19.65,17.3333,65.05,27,0,8.19,clear sky
682,Paris,FR,48.8534,2.3488,74.79,52,75,3.0,broken clouds
683,Saint-Pierre,RE,-21.3393,55.4781,73.08,84,75,5.75,light rain
684,Plettenberg Bay,ZA,-34.0527,23.3716,67.35,30,1,7.31,clear sky
685,Panaba,MX,21.2833,-88.2667,91.63,49,66,10.31,broken clouds
686,Durmersheim,DE,48.9386,8.274,70.77,89,100,3.18,overcast clouds
687,Moranbah,AU,-22.0016,148.0466,52.32,64,30,9.19,scattered clouds
688,Port Macquarie,AU,-31.4333,152.9167,47.37,70,2,5.86,clear sky
689,Bubaque,GW,11.2833,-15.8333,80.1,82,8,10.98,clear sky
690,Pandan Niog,PH,6.2282,120.5631,83.55,71,75,3.62,broken clouds
691,Namatanai,PG,-3.6667,152.4333,79.29,84,100,5.68,light rain
692,Qurayyat,SA,31.3318,37.3428,91.58,8,0,12.21,clear sky
693,Kampene,CD,-3.6,26.6667,73.87,86,100,2.95,overcast clouds
694,Walvis Bay,NA,-22.9575,14.5053,90.55,13,1,4.43,clear sky
695,Korla,CN,41.7597,86.1469,78.3,31,75,19.06,broken clouds
696,Hit,IQ,33.6416,42.8251,94.39,14,0,15.86,clear sky
697,Jala,MX,21.0833,-104.4333,84.02,36,100,0.51,overcast clouds
698,Coahuayana,MX,18.7333,-103.6833,92.48,44,97,4.14,overcast clouds
699,Nizhneangarsk,RU,55.7833,109.55,39.7,90,100,3.8,overcast clouds
700,Hadejia,NG,12.4498,10.0444,96.94,26,73,8.77,light rain
701,Belinskiy,RU,52.9647,43.4165,61.99,86,56,6.22,broken clouds
702,Watertown,US,42.3709,-71.1828,92.05,45,1,4.0,clear sky
703,Nampula,MZ,-15.1165,39.2666,71.55,60,20,10.36,few clouds
704,Atbasar,KZ,51.8,68.3333,62.89,31,83,5.73,broken clouds
